#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-29T23:06:33 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-29T23:06:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FAJ%2F152%2F50&-out=GLON,GLAT,Dist,e_Dist&-out.max=2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_AJ_152_50_table2:
#Name: J/AJ/152/50/table2
#Title: Summary group properties
#Column	GLON	(F6.2)	Group Galactic longitude (Glon^gp^)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	Group Galactic latitude (Glat^gp^)	[ucd=pos.galactic.lat]
GLON	GLAT
123.2326	-33.6638	 71.12
302.8084	-44.3277	  0.06
299.1246	-85.9130	 23.33
126.6902	-84.7022	218.78
123.3355	-33.8382	 56.75
123.4594	-40.9434	 90.78
174.7097	-89.4673	152.05
123.4572	-33.5993	 53.21
128.1249	-84.7626	257.04
125.0095	-75.9761	101.86
302.3937	-59.0188	 67.30
123.9822	-59.9431	 84.72
290.3123	-87.8335	143.22
204.3115	-89.4853	 63.39
301.5997	-71.9355	100.93
298.3168	-83.8116	 76.56
301.7064	-70.1497	 87.50
129.1678	-84.5180	199.53
123.1261	 10.2141	 42.07
123.6087	-32.5225	 82.41
302.3736	-54.6697	167.49
124.5251	-64.2916	147.23
302.4484	-51.2641	162.93
301.7416	-65.8624	103.75
298.7000	-81.2504	116.95
123.6587	-26.1022	 72.78
123.7695	-31.5003	 74.82
123.8226	-33.6191	 96.83
299.2078	-79.4187	  1.99
123.4554	-10.3881	 67.92
125.5275	-70.2037	230.14
123.8302	  0.1402	 32.66
125.5672	-70.1866	 30.90
128.9589	-81.8355	 85.51
123.8516	-31.3228	 55.21
125.1063	-63.7735	163.68
125.1523	-64.1319	152.76
125.0876	-63.9319	174.58
123.9069	-31.1876	 51.05
123.9818	-32.4650	 87.10
127.8846	-76.8879	149.97
124.1203	-31.7864	 68.87
300.5308	-70.0413	119.12
125.6323	-63.9637	213.80
125.6968	-64.1013	152.05
301.2468	-64.3296	 84.72
125.7411	-63.8316	193.20
125.7879	-64.1065	150.66
125.9087	-64.6143	 43.05
301.0991	-64.0116	 86.30
125.3789	-55.5159	194.09
126.0806	-64.0498	154.17
299.8309	-71.6826	 85.11
124.9692	-47.9408	248.89
299.3152	-73.3607	 63.39
126.2084	-63.5041	152.76
126.9911	-67.8259	 48.08
300.1936	-68.1925	 69.18
125.1810	-47.7764	 57.54
126.4644	-64.2218	169.82
127.1502	-67.9318	103.75
127.2361	-67.9479	 80.91
124.6033	-32.1453	 61.66
127.2942	-67.8872	 86.30
128.0693	-71.0215	 44.46
126.9798	-64.7544	132.43
131.0505	-78.1549	 88.72
124.8444	-35.9797	136.14
294.6028	-80.3559	138.04
124.2591	-17.8481	120.23
125.7106	-50.0840	175.39
125.7344	-49.8586	107.15
292.1974	-81.8575	104.23
132.9116	-79.5949	163.68
132.4672	-79.2034	195.88
134.9900	-81.4376	 28.97
138.6985	-83.2087	 40.74
128.1388	-67.5945	 58.61
125.1187	-35.7785	135.52
128.1635	-67.5849	 82.04
292.7390	-80.7817	 44.46
124.8005	-27.2818	 34.83
129.8696	-73.0940	 89.13
126.0156	-49.8366	107.15
125.8696	-47.4938	 79.80
296.0171	-76.6824	 77.98
125.9645	-48.0989	192.31
129.1303	-70.3486	 19.23
131.9912	-76.7166	215.77
130.5543	-73.8266	 90.36
136.6566	-81.2653	124.17
287.5359	-83.1567	  0.08
124.4947	-14.8491	 38.55
125.2381	-32.0337	 83.95
125.2609	-32.1613	 78.34
129.6109	-69.5224	 95.94
124.5866	-15.1593	 31.05
126.5048	-49.3372	196.79
125.9881	-43.3399	 85.90
126.8732	-53.0734	 91.62
129.1994	-67.3595	 95.94
125.4056	-31.3163	 87.90
127.2641	-55.1618	 26.06
300.5635	-57.3402	116.95
135.1120	-78.1960	 66.07
128.0461	-59.6871	 59.70
125.8608	-35.8592	136.14
125.5561	-30.3653	 84.33
129.3557	-64.6937	 54.95
130.8743	-69.1083	 78.34
129.4702	-64.2010	 80.17
301.0396	-51.4762	 30.90
147.2188	-83.3049	142.56
295.1133	-73.9372	 92.47
127.2967	-48.7334	143.88
125.8792	-30.5657	 59.98
126.7278	-40.7531	105.68
126.7607	-40.8892	  0.65
134.3610	-74.2336	184.50
130.3254	-64.9544	210.86
298.0619	-65.8750	100.93
284.7265	-81.5474	108.64
298.0157	-65.5429	 83.95
130.3634	-63.4833	112.20
129.7378	-60.5774	  0.74
295.7439	-70.8625	105.68
132.3594	-68.8339	 11.64
132.4295	-68.8980	 31.77
293.7211	-73.9653	107.65
135.2827	-73.8963	112.72
126.3799	-31.0967	 50.82
126.3875	-30.3472	 57.28
295.8983	-69.8621	120.78
128.0888	-47.9944	166.72
296.4008	-68.5471	127.06
126.4773	-30.3598	 44.26
126.6108	-31.3608	 92.04
295.3157	-70.4075	107.65
141.6588	-78.8718	120.78
130.6452	-61.4178	218.78
126.7387	-30.4485	 62.81
140.9704	-77.8226	105.68
126.7545	-30.3662	 54.70
148.5976	-81.4562	149.28
126.7668	-30.4070	 89.13
292.0680	-74.4030	 95.06
291.6480	-74.8647	102.33
126.7931	-30.2329	 67.61
126.8030	-30.2700	 74.82
128.4314	-46.0175	  4.70
138.9316	-75.6404	123.03
300.9125	-47.1900	 21.78
126.8353	-30.3470	 65.77
126.8388	-30.3378	 63.39
126.8491	-30.4578	 85.90
126.8558	-30.4298	 64.27
293.9011	-71.6647	 75.16
126.8690	-30.3867	 59.98
126.3208	-23.3656	 74.47
275.7664	-82.6178	192.31
131.1996	-60.4910	172.98
126.9379	-30.4345	 62.81
131.2085	-60.0606	151.36
127.0305	-30.2846	 70.47
131.4600	-60.4161	173.78
299.4550	-55.2294	145.21
131.4339	-60.4010	173.78
127.0134	-29.6037	 69.18
170.5135	-84.7230	110.66
127.0226	-29.5886	 67.30
127.0463	-29.6260	 62.81
131.6300	-60.3121	173.78
131.7955	-60.9343	 21.09
138.6357	-74.1567	154.17
143.6583	-78.1147	141.91
293.5863	-70.9780	 93.33
127.1901	-30.2130	 43.65
293.1967	-71.4468	123.03
293.4376	-71.0282	 82.04
127.3067	-30.5687	 54.95
127.3203	-30.7406	 71.45
129.4674	-48.3018	134.28
131.9818	-60.3529	172.98
127.0347	-27.0102	  2.99
133.2768	-64.2068	 79.07
294.4126	-69.0364	 99.08
280.0890	-80.5049	 87.90
299.0610	-55.6578	 74.82
133.6758	-64.7570	 29.65
128.7435	-41.8915	 56.49
293.0981	-70.8423	 92.90
278.6363	-80.7398	 87.90
153.8741	-81.4662	289.73
126.5608	-19.6311	 52.48
279.0540	-80.4993	 58.08
127.7803	-32.5097	 96.83
292.9187	-70.6823	115.35
296.2142	-64.3213	105.68
144.9744	-77.5602	115.35
140.4733	-74.2500	178.65
127.5874	-29.6657	 67.61
127.5350	-29.1411	 56.75
142.5972	-75.7741	221.82
136.0597	-68.1959	 66.68
127.6335	-29.5410	 65.46
129.9554	-47.4312	106.66
150.7143	-79.9431	155.60
298.0918	-58.1032	 72.11
292.3126	-70.7755	 68.87
151.3666	-80.0311	275.42
283.1935	-78.2664	 51.05
127.5954	-27.4118	 65.16
297.0152	-61.0357	 74.13
128.0115	-31.1110	 49.66
262.8428	-83.1900	118.03
128.0263	-30.5435	 51.29
128.0427	-30.6621	 73.79
294.6073	-66.3883	 92.04
127.9417	-29.3036	 58.34
142.8742	-74.8280	116.41
135.5434	-65.1476	 64.86
291.8129	-70.5986	 94.62
134.6359	-62.6753	 74.13
255.2980	-83.8054	 72.44
134.2168	-61.4184	 11.32
134.7361	-62.7226	 81.28
130.5662	-47.0608	133.66
134.7220	-62.6297	 73.79
155.5083	-80.4697	196.79
270.1494	-81.6836	157.04
127.9680	-27.6927	 85.11
130.6563	-47.0277	134.90
130.6587	-46.7591	158.49
128.2773	-29.4224	 54.45
134.9112	-62.0456	176.20
253.1677	-83.7359	 79.80
257.7847	-83.2929	 59.70
298.4363	-54.5308	 61.66
262.6355	-82.6091	 48.31
135.9412	-64.0409	 85.11
130.9274	-46.6194	132.43
127.4396	-20.1140	 87.10
253.1485	-83.5389	 99.54
135.9330	-63.3049	 77.62
135.5941	-62.1618	145.88
135.5042	-61.9943	201.37
135.4808	-61.8666	201.37
133.7729	-56.9976	 55.21
133.3246	-55.5367	 80.91
128.5571	-28.8217	 43.45
135.7294	-62.0646	201.37
136.5596	-63.8655	 29.92
135.7498	-62.0913	201.37
133.3181	-55.0328	188.80
133.5134	-55.4931	 83.95
136.3297	-63.1049	 17.46
207.0875	-84.5768	 33.57
139.6537	-68.6816	 82.79
129.0564	-31.5013	 47.86
128.7200	-28.7862	 67.92
295.3245	-62.2111	 69.82
254.3739	-83.0583	100.93
133.8081	-55.7148	 29.11
136.2631	-62.2468	126.47
129.1676	-31.5373	 57.81
128.9169	-29.1590	  0.65
141.3116	-69.9492	 74.82
294.0301	-64.2540	 94.62
132.5135	-49.3712	 88.31
292.6946	-66.3312	235.50
287.7722	-72.1856	 95.50
293.0175	-65.6969	 75.86
264.7980	-81.2762	 72.44
152.8003	-77.4027	157.04
127.3451	-13.6375	 80.54
133.3562	-50.9486	 70.15
129.7715	-31.4740	113.76
138.2224	-63.0558	154.88
138.4804	-63.2979	208.93
137.8819	-62.2055	 79.80
129.6077	-29.4821	 63.97
158.8986	-78.5504	163.68
136.6289	-58.7069	 39.99
262.3666	-80.8446	 42.07
136.7976	-58.6823	 29.51
138.4574	-62.2097	 23.77
129.9882	-29.4245	 70.47
136.6006	-57.2866	134.28
135.9533	-55.5497	 26.92
270.5302	-78.8805	101.86
151.7701	-75.0306	233.35
137.4277	-59.0761	 74.13
269.7491	-79.0257	123.59
130.0144	-29.0846	 55.98
266.6120	-79.7360	101.39
138.1952	-60.6154	 52.72
133.3650	-46.5741	 65.16
132.8624	-44.4289	125.89
145.7539	-70.7522	 48.98
270.7265	-78.7233	100.46
181.9547	-81.9704	 72.11
134.2769	-49.8007	 14.00
129.0593	-22.0267	 86.30
138.9469	-61.8475	 44.46
136.0246	-55.0887	 31.77
132.9865	-44.0100	121.90
133.1302	-44.6774	 44.46
285.0308	-71.9994	116.41
130.2091	-29.1592	 57.81
135.4631	-52.9226	 42.46
261.7075	-80.3951	178.65
144.3287	-68.9113	126.47
129.6341	-25.0719	 83.18
261.8748	-80.3491	 78.34
282.4453	-73.6101	122.46
138.9106	-60.9701	 22.28
147.1734	-71.3001	 87.90
131.0476	-33.5871	 44.06
140.0142	-62.7157	100.46
141.0128	-64.1845	 73.11
139.9429	-62.4085	 78.70
140.5204	-63.1885	 54.45
282.4283	-73.2889	113.76
130.4359	-28.9420	 66.37
146.9806	-70.3994	178.65
263.1411	-79.8100	 92.47
140.3045	-62.4365	108.14
130.4979	-28.9444	 54.45
130.4868	-28.8763	 53.95
254.5405	-81.0563	 85.51
140.3577	-62.4920	 33.88
140.4985	-62.6864	111.69
136.5272	-54.2328	 19.68
139.1646	-60.1534	126.47
130.5452	-28.9662	 80.54
130.6039	-29.1902	 64.86
294.1506	-59.8908	 75.86
130.4227	-27.8338	118.58
141.2690	-63.5481	 82.04
130.6428	-29.1329	 64.57
130.6419	-29.1077	 82.41
220.0398	-82.7802	 95.94
148.0838	-70.8304	193.20
130.6143	-28.4778	 89.54
135.1453	-49.1791	 25.35
141.5289	-63.5456	 58.34
136.1146	-52.1021	 35.81
270.8168	-77.6658	153.46
141.5619	-63.4213	 66.99
134.4965	-46.3605	 74.82
141.5780	-63.3107	 72.11
158.1428	-76.0948	 73.45
255.1172	-80.6328	107.65
139.5580	-59.7525	114.82
134.3164	-45.6011	 32.96
137.0767	-54.2377	 51.76
136.8097	-53.4648	161.44
136.7473	-53.2000	161.44
130.8661	-28.9286	 62.52
272.5888	-76.9681	 75.86
136.3366	-52.0076	 35.65
139.8732	-60.1625	 52.48
136.5055	-52.4516	 23.99
131.0928	-30.1075	160.69
141.7733	-63.2590	 65.46
139.9897	-60.1996	127.06
136.9367	-53.2538	160.69
265.4130	-78.7259	107.15
272.1000	-76.9641	 81.66
130.8334	-27.9929	 55.46
152.1260	-72.8391	186.21
136.7980	-52.6939	 32.21
130.9097	-28.3209	 59.43
135.1545	-47.5443	147.91
137.5143	-54.3434	 40.55
272.4203	-76.7724	 82.41
140.1454	-59.9686	 52.72
131.2784	-30.1824	 56.23
272.4159	-76.7517	 68.87
142.0504	-63.1019	 52.48
131.0197	-28.6638	 72.44
130.8686	-27.6307	 52.48
147.1697	-68.9881	225.94
142.0790	-62.9691	 66.37
142.1849	-63.0723	 60.26
142.1286	-63.0429	 62.52
142.0729	-62.8793	 99.54
142.0859	-62.9315	 63.97
142.1835	-62.9134	 66.99
142.1998	-62.9164	 72.44
142.1392	-62.7999	 84.72
144.0363	-65.4290	 24.77
155.2311	-74.0759	210.86
145.9699	-67.3960	 23.55
131.0287	-27.6190	 64.57
142.6072	-63.1664	 62.52
269.5865	-77.3097	126.47
201.9952	-81.8874	 20.89
144.1080	-64.9115	 65.16
134.8436	-44.7894	 48.53
148.7672	-69.5675	141.91
266.5702	-77.9451	 63.10
131.3150	-28.3361	 87.50
151.0691	-71.1657	103.28
264.1354	-78.4386	 72.78
144.1128	-64.6133	187.07
135.6966	-47.2081	 84.33
175.3712	-79.4223	124.74
181.5308	-80.2580	 67.30
136.6539	-49.9369	143.22
142.8098	-62.7527	 79.80
143.2825	-63.4181	 74.13
143.3241	-63.3511	 49.66
142.8704	-62.5687	 44.06
145.5110	-65.9588	244.34
145.4946	-65.9282	173.78
131.8848	-30.6879	 54.45
145.8040	-66.2501	187.93
181.2224	-80.1059	 57.54
130.8970	-25.1277	 62.52
143.5017	-63.2896	 76.56
164.2989	-76.6917	152.76
263.0313	-78.4165	 82.41
131.8999	-30.2008	 72.44
142.8546	-62.1861	 73.11
143.3002	-62.7162	 49.20
143.7446	-63.2913	 67.92
191.1895	-80.7870	110.15
131.6553	-27.8922	 72.11
175.0298	-78.8331	149.28
136.6106	-48.0808	 83.18
144.0514	-63.1433	 83.18
143.4750	-62.3141	 57.54
143.2258	-61.9449	 52.97
261.8321	-78.3408	 66.37
131.8773	-28.5463	131.22
137.6299	-50.6508	 56.75
132.2154	-30.1234	 64.27
144.0620	-62.5317	 80.17
144.6250	-63.2283	 73.11
132.3265	-30.1504	 83.56
129.9212	-16.7521	 54.95
130.7316	-21.3132	 20.99
278.6083	-72.5687	107.15
136.1000	-44.8533	187.93
188.3085	-80.0921	 18.79
165.4023	-75.9843	183.65
288.3395	-64.8586	 39.08
193.3781	-80.4358	 89.54
136.2435	-44.6603	 46.99
137.2413	-47.6619	 67.92
213.4628	-81.1331	 85.51
149.8050	-67.6334	 20.04
137.3499	-47.4712	 58.88
275.7448	-73.4111	 87.50
277.2325	-72.6970	108.14
132.5564	-28.6366	 62.52
275.7985	-73.2317	119.67
181.1077	-78.7412	161.44
151.5125	-68.4313	133.05
151.5471	-68.4405	223.87
255.8460	-78.4633	 52.72
157.5941	-72.0812	 61.09
300.5646	-37.4639	 24.55
150.8859	-67.6266	 21.68
288.8949	-63.2632	140.60
158.0031	-72.1787	 56.23
182.5034	-78.6560	208.93
138.3332	-48.2839	 35.16
143.0466	-58.1566	 24.10
182.9780	-78.6524	236.59
262.2339	-76.9884	114.29
142.9462	-57.6781	 38.73
278.1047	-71.5286	133.05
133.6103	-31.3309	  0.91
254.0100	-78.3363	 53.21
146.1359	-61.9652	 53.70
206.0816	-80.2935	 91.62
165.8818	-74.6528	 90.36
129.1193	 -6.9466	 69.82
199.9185	-79.8397	173.78
273.7051	-73.1274	  3.52
152.5471	-67.6662	 28.71
273.0774	-73.1791	108.64
156.4757	-69.9272	 83.95
139.9707	-49.6996	 65.16
259.8073	-76.7094	 62.23
147.6734	-62.0752	123.03
163.7500	-73.0672	134.28
134.0582	-29.9015	102.33
166.6068	-73.9204	126.47
156.1915	-69.0562	155.60
143.1891	-55.1804	 36.64
156.3706	-69.1037	154.88
274.7889	-71.8433	 69.18
151.4888	-65.3398	113.24
163.2564	-72.4603	138.04
161.7082	-71.8213	184.50
134.2060	-29.3551	 72.78
132.2370	-20.3701	147.23
142.7444	-53.5234	 58.34
156.8622	-68.8775	173.78
248.3781	-77.9751	128.23
174.8967	-75.6824	125.89
182.9749	-77.1916	118.58
301.3005	-33.6132	 67.30
273.9914	-71.7756	 82.41
230.7134	-79.1944	133.66
155.0645	-67.3607	 29.38
166.2450	-72.9927	166.72
157.7616	-68.9631	150.66
134.2310	-27.9902	 68.23
152.7338	-65.1006	164.44
224.0710	-79.1727	 79.43
144.4500	-55.0971	 34.36
225.1662	-79.0617	 85.51
134.2558	-27.1659	 64.27
153.4888	-65.4417	 29.92
140.3748	-46.6805	127.64
143.4469	-52.9144	 52.24
159.9442	-69.5138	 76.21
153.8881	-65.4090	 19.05
143.4298	-52.3463	 50.58
301.1648	-33.7432	 65.16
302.7687	-27.7776	 25.82
221.5739	-78.7955	 73.11
153.5528	-64.7193	112.72
144.3779	-53.6354	 70.79
137.9084	-38.7086	184.50
141.7591	-48.4069	 44.87
141.2634	-47.0710	  7.69
139.5914	-42.9066	 33.73
178.5934	-75.2158	 73.45
144.1134	-52.5756	193.20
141.7394	-47.8312	 13.87
268.5117	-72.6687	101.39
146.5469	-56.2912	 73.79
141.6081	-47.3468	 13.55
274.9932	-70.0051	150.66
248.7280	-76.8165	 42.66
146.5965	-56.1963	 75.16
143.9384	-51.8572	 61.09
138.3899	-38.8893	181.13
274.7196	-70.0031	 82.04
153.5604	-63.7205	 85.11
146.8692	-56.1977	 65.46
142.1975	-47.8208	 69.50
142.6643	-48.5816	139.96
140.4668	-43.5855	 65.46
267.3609	-72.5965	136.77
134.4143	-23.9874	 75.51
158.2571	-66.7691	 77.27
196.7075	-77.1777	165.20
190.2672	-76.4639	 96.83
273.0753	-70.2885	  4.57
135.9809	-29.3834	192.31
269.6877	-71.6049	104.71
162.2773	-68.7304	205.12
148.2202	-56.8315	 71.45
137.0458	-32.5746	102.80
135.3436	-26.4456	 91.62
144.4487	-50.7589	 72.78
147.9122	-55.9217	 23.23
135.1063	-25.1092	 58.08
168.4854	-71.0712	 79.07
138.6979	-36.7052	 45.29
143.1931	-47.5495	 82.41
266.1054	-72.2412	121.34
170.6009	-71.5354	138.68
137.9542	-33.8982	  7.45
244.4339	-76.2551	116.95
177.2410	-73.3166	 95.50
193.5227	-76.1473	120.23
138.0269	-33.7791	  7.18
135.4834	-25.0333	 82.41
136.6424	-28.9943	157.04
144.4573	-48.9559	 58.88
143.5838	-47.1377	 59.16
143.4612	-46.8803	 65.16
143.4491	-46.8118	 73.79
279.7090	-65.6483	 77.98
201.7201	-76.6106	 44.87
173.6455	-71.9045	 63.10
136.0951	-26.4105	 76.21
156.1205	-62.9962	 74.13
136.6524	-28.2318	135.52
140.7180	-40.1557	 24.89
171.9113	-71.2487	 76.21
143.9027	-47.1285	 71.45
136.0390	-25.9385	103.28
287.0542	-59.2500	 89.13
136.8741	-28.7076	  5.27
170.8881	-70.8033	 25.59
136.0131	-25.6010	 60.26
194.6125	-75.7514	151.36
217.7774	-77.0231	 72.11
142.7074	-44.1708	 60.81
159.5058	-65.0674	 99.08
140.0876	-37.7477	 25.94
138.6966	-33.8701	 33.88
136.0029	-25.1458	106.17
138.5573	-33.4358	 43.65
136.7763	-27.7899	134.28
162.5596	-66.7386	 76.56
148.3371	-53.7870	 18.37
136.3107	-25.9720	 69.18
136.0301	-24.9928	 56.49
140.7382	-39.0542	 38.37
137.0011	-28.1651	134.28
168.4708	-69.4785	 83.56
136.3730	-26.0347	 59.43
137.1738	-28.6786	 81.28
137.0316	-28.1473	133.66
136.1207	-25.0696	 59.43
251.7319	-74.5634	 75.51
142.1669	-42.3380	 59.16
164.6581	-67.6051	 20.51
272.1595	-68.9493	  0.42
140.8080	-38.8775	 20.51
140.6830	-38.4418	 32.66
137.1541	-28.1528	337.29
137.1169	-28.0295	135.52
136.6195	-26.4271	 75.16
137.1718	-28.1774	134.28
160.3258	-64.9339	 40.36
136.3159	-25.2403	 62.23
137.1051	-27.6687	134.28
153.3013	-59.0014	243.22
142.4908	-42.3807	 57.81
159.2347	-64.0262	 33.57
179.5916	-72.5990	123.03
204.6349	-76.1004	136.14
136.5504	-25.6257	 45.71
235.8371	-76.0574	 56.75
147.2049	-51.1677	 91.20
136.5301	-25.1379	 75.16
250.5363	-74.3586	128.23
136.5451	-25.1222	 58.88
136.5395	-25.0775	 72.78
136.5696	-25.0901	 71.12
157.3560	-62.1440	 70.79
145.4422	-47.4549	 59.98
173.0194	-70.3572	 26.06
136.4564	-24.4261	 66.68
136.4690	-24.2829	 68.23
136.7398	-24.8427	 62.23
136.6830	-24.6132	 63.68
144.6929	-45.2997	 65.16
286.4924	-58.3885	 56.49
137.0546	-25.6102	 54.45
143.2699	-42.2770	 47.21
136.7640	-24.5469	 71.45
278.4096	-64.7636	 85.90
150.3325	-54.0669	 51.76
143.5495	-42.6578	 76.91
180.6336	-72.0740	114.29
143.9335	-43.4159	 46.34
143.8519	-43.2147	 80.54
285.4319	-59.2644	 75.16
150.0159	-53.4781	 82.04
136.0634	-21.8682	 55.98
136.8003	-24.2390	 59.70
154.1443	-58.1616	143.88
136.6894	-23.8259	 49.43
137.2592	-25.6765	 66.07
150.6425	-54.0373	 73.45
137.3445	-25.7997	 48.75
147.7088	-49.7628	 90.36
144.0823	-42.6708	109.65
144.0609	-42.5601	106.17
150.1003	-52.6777	 70.47
151.6193	-54.5724	 98.63
200.4283	-74.7306	 36.64
146.2934	-46.7448	126.47
127.6272	 11.0054	 47.21
136.9479	-23.6464	 77.62
160.1303	-62.5530	 55.72
166.3109	-66.3000	 20.89
137.0276	-23.8714	 58.61
144.2007	-42.4492	160.69
145.4963	-44.9775	 71.12
269.2030	-68.6329	 88.31
155.8732	-58.8389	193.20
137.2041	  0.1123	115.88
157.6783	-60.3978	 55.46
171.1782	-68.2718	 28.58
156.2328	-59.0282	105.68
145.8716	-45.3743	108.64
152.2540	-54.7270	 68.87
167.4793	-66.4361	 89.95
286.6484	-57.1949	 48.98
137.6990	  0.0197	 42.07
240.0549	-74.4332	 75.86
137.5966	-24.6306	 65.16
255.0594	-72.2965	134.90
166.2116	-65.6914	206.06
137.4536	-24.0698	 52.72
152.4732	-54.6137	 82.04
247.8102	-73.5027	147.91
154.3988	-56.6760	 78.34
275.6268	-65.3106	263.03
258.9880	-71.3849	 88.72
141.5056	-35.0813	 47.86
155.9695	-57.9630	 79.80
128.3496	  8.9554	 36.48
151.9216	-53.4390	 70.15
166.1374	-65.2103	 37.67
137.7214	-24.2515	 59.43
137.9544	-24.8267	 69.50
141.6678	-35.0101	 52.48
146.9456	-45.7298	 46.56
139.7619	-29.7242	 54.20
163.4914	-63.3248	 20.14
139.3867	-28.5992	 73.11
284.3595	-58.7693	 63.68
142.2915	-35.9717	 69.82
158.5526	-59.5649	149.28
246.6412	-73.1756	160.69
142.3322	-35.7898	 83.18
143.7595	-38.9584	 56.23
142.3084	-35.6833	 58.88
209.1473	-74.2894	 71.45
234.7006	-74.1663	 78.34
137.6589	-22.6658	 51.29
150.7978	-50.7593	 63.10
144.6300	-40.2390	 32.66
242.9905	-73.3802	 48.53
140.9043	-31.5853	  5.15
158.8462	-59.2102	165.96
159.0766	-59.1695	218.78
286.4141	-56.2369	 71.12
160.8616	-60.3934	 92.47
222.6380	-74.3044	 69.82
278.1870	-62.6450	110.15
143.8187	-37.5875	173.78
152.0215	-51.2656	106.66
155.8815	-55.6056	100.93
143.4316	-36.2319	 31.33
175.7176	-67.7990	238.78
135.0872	-12.7058	116.95
154.2925	-53.6346	 63.97
147.2802	-43.6867	109.14
142.4858	-33.8367	 75.86
138.2190	-22.4566	 53.46
147.1702	-43.4117	 21.68
279.7180	-61.2951	 98.17
203.8301	-73.1799	 69.82
156.1164	-55.3340	 60.26
169.4638	-64.7980	 75.16
165.9220	-62.7996	 18.54
136.8995	-17.7147	169.04
151.2092	-48.8525	 95.94
138.7307	-22.9628	 89.13
139.7027	-25.6666	 85.51
141.4229	-30.2028	 55.46
152.1834	-50.1006	115.88
149.1902	-45.7374	 88.31
139.7304	-25.5612	 65.77
294.5801	-44.7895	 94.62
151.9031	-49.3330	111.17
149.4233	-45.7110	107.15
162.0107	-59.4219	316.23
152.0413	-49.3650	127.06
260.9246	-68.9708	 58.61
278.5523	-61.4086	 77.27
142.8780	-32.9163	 74.47
233.3095	-73.0136	149.28
158.2193	-56.1174	117.49
136.8076	-16.2580	 53.46
137.3640	-17.7745	 69.18
152.5110	-49.4925	125.31
137.1478	-16.9929	 60.81
243.9081	-71.8996	169.82
152.4734	-49.2922	118.58
291.1132	-49.4133	132.43
137.3096	-17.1371	 95.50
142.7502	-31.5736	 62.81
208.7519	-72.5217	140.60
151.5553	-47.5567	 23.23
149.5327	-44.5098	 65.46
154.8131	-51.6452	 38.02
147.0591	-40.2378	 77.98
154.8946	-51.6986	 83.18
139.0493	-21.6629	 58.08
153.8103	-50.1960	 51.29
155.1975	-51.7851	 60.81
139.6814	-23.1187	 59.16
205.3261	-72.0296	 67.61
173.1558	-64.6386	 22.91
146.0585	-37.7405	115.35
139.7161	-23.0580	 76.56
146.2397	-38.0641	 64.57
170.3561	-63.1654	 35.97
152.0826	-47.4209	 65.16
149.0459	-42.8229	105.68
139.4955	-22.1553	 76.21
236.5649	-72.0437	 54.45
154.4626	-50.3445	 54.95
138.3896	-18.9332	 52.00
154.3581	-50.1541	 92.90
173.5209	-64.5206	 19.41
202.5339	-71.5233	 84.72
139.4241	-21.7393	 79.43
159.9459	-55.8912	 64.27
201.4521	-71.3676	 68.87
155.9832	-51.8466	 90.36
203.2857	-71.5076	 88.31
296.2686	-41.0489	111.69
169.0306	-62.1288	149.28
140.8194	-25.1151	177.01
254.4918	-69.4426	 83.18
139.8323	-22.4230	 49.43
139.8933	-22.5701	 48.98
148.7298	-41.6494	 46.13
162.0873	-57.3380	 54.70
139.5408	-21.5286	 98.63
163.0037	-58.0092	 93.76
140.0078	-22.7125	 55.21
149.5615	-42.7994	121.90
244.9761	-70.8883	 75.51
295.1697	-42.7379	 96.83
142.3113	-28.3283	 48.08
141.3489	-25.9429	 92.90
169.3151	-61.8975	 77.98
195.8257	-70.2577	 81.66
191.5414	-69.4999	 66.07
168.5553	-61.4499	143.88
150.8343	-44.4467	 77.98
197.0983	-70.4114	119.12
143.2821	-30.3564	 87.10
164.5241	-58.6869	123.03
164.1554	-58.3825	162.93
274.4131	-62.3392	132.43
